Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Cadence de course moyenne,Cadence de course maximale,Training Stress Score® (TSS®),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de mouvements,SWOLF moyen,Fréquence moy. des coups,Total des répétitions,Total des sessions,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de circuits,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Marche à pied,2022-08-27 12:57:06,false,"Dompierre-sur-Yon Marche à pied","1.18","75","00:15:25","78","91","--","100","112","13:04","9:24","5","3","0.77","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","15:25.29.9","1","30.0","--","--","--","00:15:16","00:15:25","58","62"
Marche à pied,2022-08-26 18:48:41,false,"Marche à pied","0.70","51","00:10:42","97","107","--","98","216","15:12","8:59","3","2","0.67","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","10:42.38.5","1","30.0","--","--","--","00:09:08","00:10:42","136","138"
En piscine,2022-08-23 10:51:28,false,"En piscine","400","96","00:11:40","0","0","--","0","0","1:44","1:34","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","174","74","25","0","--","0:00","26.0","0:00","Non","00:18.53.4","13","26.0","--","--","--","00:06:55.8","00:11:40","--","--"
Course à pied,2022-08-22 19:16:22,false,"Dompierre-sur-Yon Course à pied","4.95","385","00:24:08","173","187","--","161","173","4:53","3:43","144","148","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","04:19.41.4","5","28.0","--","--","--","00:24:04","00:24:08","28","113"
Canoë kayak,2022-08-18 16:12:12,false,"Dubrovnik Kayak","1.58","163","00:27:08","103","162","--","0","0","3.5","7.7","191","190","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","27:07.65","1","33.0","--","--","--","00:15:55","00:27:08","-111","10"
Canoë kayak,2022-08-18 14:26:21,false,"Dubrovnik Kayak","1.26","225","00:37:24","103","140","--","0","0","2.0","9.4","95","78","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","37:24.31","1","32.0","--","--","--","00:12:53","00:37:24","-60","10"
Marche à pied,2022-08-18 11:16:27,false,"Dubrovnik Marche à pied","1.98","210","00:54:21","87","140","--","43","217","27:30","8:35","82","48","0.93","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","20:06.81","2","34.0","--","--","--","00:27:52","00:54:21","-36","27"
Course à pied,2022-08-16 16:18:13,false,"Dompierre-sur-Yon Course à pied","3.33","275","00:18:15","162","179","--","156","168","5:29","4:33","37","31","1.17","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","01:41.89.2","4","29.0","--","--","--","00:18:14","00:18:15","72","91"
Cyclisme,2022-08-16 15:37:31,false,"La Roche-sur-Yon Cyclisme","12.21","363","00:29:34","145","186","--","0","0","24.8","45.2","848","790","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:34.79.7","13","30.0","--","--","--","00:29:25","00:30:56","-37","73"
Cyclisme,2022-08-15 19:31:15,false,"Dompierre-sur-Yon Cyclisme","11.93","363","00:27:51","147","175","--","0","0","25.7","44.5","785","804","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","01:52.12.5","12","29.0","--","--","--","00:27:36","00:27:51","-60","86"
Course à pied,2022-08-15 11:36:33,false,"Dompierre-sur-Yon Course à pied","4.97","388","00:27:24","158","183","--","157","173","5:31","3:10","35","48","1.15","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","04:27.78.9","5","29.0","--","--","--","00:27:24","00:27:24","62","87"
Cyclisme,2022-08-14 17:17:52,false,"La Roche-sur-Yon Cyclisme","5.69","198","00:15:05","146","180","--","0","0","22.7","44.7","92","75","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","02:02.61","6","29.0","--","--","--","00:14:58","00:15:05","48","76"
Cyclisme,2022-08-13 16:32:14,false,"Dompierre-sur-Yon Cyclisme","5.94","170","00:14:12","142","185","--","0","0","25.1","43.6","227","245","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","Non","01:42.80.6","6","32.0","--","--","--","00:14:10","00:14:12","16","90"
Cyclisme,2022-08-12 20:48:46,false,"Audierne Cyclisme","3.03","71","00:08:36.4","115","140","--","0","0","21.1","38.1","27","26","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:07.03.2","4","32.0","--","--","--","00:08:34.0","00:08:39.4","41","57"
Course à pied,2022-08-11 10:15:44,false,"Audierne Course à pied","14.59","1,298","01:28:33","166","186","--","157","170","6:04","4:38","185","183","1.05","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","03:25.17.3","15","34.0","--","--","--","01:28:29","01:28:33","2","47"
Cyclisme,2022-08-11 10:07:29,false,"Audierne Cyclisme","2.62","59","00:07:11.1","114","130","--","0","0","21.9","43.4","24","24","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","01:50.51.3","3","31.0","--","--","--","00:07:05","00:07:14.1","28","45"
Canoë kayak,2022-08-10 10:38:20,false,"Audierne Kayak","3.69","197","01:08:14","78","107","--","0","0","3.2","6.9","215","222","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","01:08:14.47.9","1","31.0","--","--","--","00:46:43","01:08:14","-73","-4"
Autre,2022-08-09 18:57:58,false,"Audierne Me suivre","3.34","219","00:49:10","91","143","--","0","0","4.1","23.5","39","36","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","49:09.53","1","31.0","--","--","--","00:29:57","00:49:10","37","52"
Cyclisme,2022-08-09 16:21:19,false,"Audierne Cyclisme","1.13","56","00:05:23.7","126","141","--","0","0","12.5","21.3","123","85","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:27.63.4","2","30.0","--","--","--","00:05:23.7","00:05:23.7","-82","38"
Course à pied,2022-08-09 10:30:31,false,"Audierne Course à pied","10.15","847","00:58:13","161","189","--","155","172","5:44","4:47","137","132","1.12","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:46.69.6","11","31.0","--","--","--","00:57:59","00:58:13","1","47"
Cyclisme,2022-08-09 10:19:35,false,"Audierne Cyclisme","3.84","72","00:09:50.6","110","129","--","0","0","23.4","42.7","55","57","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","02:17.17.1","4","29.0","--","--","--","00:09:49.0","00:09:50.6","19","44"
Cyclisme,2022-08-08 19:14:11,false,"Audierne Cyclisme","1.15","57","00:04:52.8","133","144","--","0","0","14.2","20.5","177","137","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:33.76.3","2","27.0","--","--","--","00:04:52.8","00:04:52.8","-72","47"
Cyclisme,2022-08-08 18:47:38,false,"Audierne Cyclisme","1.12","18","00:02:46.1","104","122","--","0","0","24.3","35.5","1","41","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","00:24.03.8","2","30.0","--","--","--","00:02:45.0","00:02:46.1","1","44"
Autre,2022-08-08 18:05:41,false,"Audierne Me suivre","2.58","215","00:37:15","100","154","--","0","0","4.2","11.7","69","54","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","37:15.03.3","1","32.0","--","--","--","00:34:29","00:37:16","4","55"
Cyclisme,2022-08-08 16:17:24,false,"Audierne Cyclisme","1.12","43","00:04:57.3","115","131","--","0","0","13.5","25.0","109","68","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:28.72.5","2","27.0","--","--","--","00:04:56.6","00:05:05.0","-27","39"
Cyclisme,2022-08-08 15:51:25,false,"Audierne Cyclisme","1.09","23","00:02:57.1","111","119","--","0","0","22.2","31.2","1","42","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","Non","00:30.18.3","2","31.0","--","--","--","00:02:55","00:03:06.1","-1","43"
Course à pied,2022-08-08 10:41:47,false,"Audierne Course à pied","1.00","114","00:07:09.2","176","186","--","156","160","7:08","6:11","39","65","0.90","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","07:09.17.3","1","26.0","--","--","--","00:07:09.2","00:07:09.2","12","73"
Course à pied,2022-08-08 09:58:01,false,"Audierne Course à pied","8.01","640","00:40:22","171","194","--","159","176","5:02","3:10","117","135","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:02.12.1","9","27.0","--","--","--","00:40:15","00:40:22","-13","44"
Cyclisme,2022-08-08 09:48:45,false,"Audierne Cyclisme","2.58","52","00:07:06.6","110","153","--","0","0","21.7","43.7","29","25","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","01:40.74.6","3","28.0","--","--","--","00:07:06.6","00:07:06.6","29","47"
Course à pied,2022-08-07 16:25:07,false,"Audierne Course à pied","4.41","361","00:21:40","178","192","--","162","177","4:55","3:57","79","85","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","01:56.94.4","5","30.0","--","--","--","00:21:35","00:21:40","-8","46"
Cyclisme,2022-08-07 15:31:05,false,"Audierne Cyclisme","16.74","384","00:49:25","120","159","--","0","0","20.3","42.3","275","248","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","02:02.01.4","17","32.0","--","--","--","00:49:05","00:53:14","-10","44"
Cyclisme,2022-08-07 12:18:47,false,"Audierne Cyclisme","3.13","75","00:09:23.6","113","127","--","0","0","20.0","34.1","49","49","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","00:35.00.6","4","31.0","--","--","--","00:09:07.0","00:11:46","-31","14"
Cyclisme,2022-08-02 15:38:58,false,"Dompierre-sur-Yon Cyclisme","3.36","111","00:11:04","124","165","--","0","0","18.3","41.2","119","126","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","33.0","0:00","Non","01:10.19.9","4","34.0","--","--","--","00:10:57","00:11:44","32","94"
Course à pied,2022-08-02 09:17:57,false,"Dompierre-sur-Yon Course à pied","6.02","473","00:30:13","167","193","--","159","170","5:01","3:43","43","47","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:07.27.5","7","30.0","--","--","--","00:30:11","00:30:13","32","53"
Course à pied,2022-07-30 12:32:37,false,"Dompierre-sur-Yon Course à pied","9.42","750","00:49:34","163","193","--","159","170","5:16","4:01","71","63","1.19","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","02:25.78.5","10","31.0","--","--","--","00:49:32","00:49:34","74","95"
Course à pied,2022-07-28 10:23:39,false,"Dompierre-sur-Yon Course à pied","11.11","797","01:02:02","147","158","--","156","162","5:35","4:50","68","67","1.15","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:38.05.4","12","27.0","--","--","--","01:02:00","01:02:02","66","86"
Cyclisme,2022-07-27 11:31:58,false,"La Roche-sur-Yon Cyclisme","15.18","659","00:51:44","147","169","--","0","0","17.6","45.2","275","235","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:36.67.4","16","27.0","--","--","--","00:51:32","00:52:01","47","105"
En piscine,2022-07-27 10:24:12,false,"En piscine","1,650","407","00:55:15","0","0","--","0","0","1:55","0:58","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","790","81","25","0","--","0:00","25.0","0:00","Non","00:07.44.3","46","26.0","--","--","--","00:31:37","00:55:19","--","--"
Cyclisme,2022-07-27 09:26:41,false,"Dompierre-sur-Yon Cyclisme","15.33","522","00:45:37","137","169","--","0","0","20.2","40.8","492","521","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:54.96","16","28.0","--","--","--","00:45:06","00:45:48","6","109"
Course à pied,2022-07-26 10:59:15,false,"Dompierre-sur-Yon Course à pied","1.02","114","00:07:09.0","172","182","--","153","158","7:01","6:33","14","24","0.93","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:08.55.2","2","24.0","--","--","--","00:07:06","00:07:09.0","55","68"
Course à pied,2022-07-26 10:16:17,false,"Dompierre-sur-Yon Course à pied","8.85","659","00:42:01","165","192","--","166","175","4:45","3:38","147","155","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","04:00.19.4","9","28.0","--","--","--","00:42:00","00:42:01","58","86"
Course à pied,2022-07-25 09:58:33,false,"Dompierre-sur-Yon Course à pied","8.29","656","00:41:47","167","192","--","163","199","5:02","2:15","218","218","1.22","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","01:48.38.6","9","29.0","--","--","--","00:41:42","00:41:47","69","106"
Cyclisme,2022-07-24 10:56:38,false,"Dompierre-sur-Yon Cyclisme","3.98","150","00:25:22","102","122","--","0","0","9.4","25.0","45","44","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","05:40.12.1","4","31.0","--","--","--","00:25:13","00:39:05","54","81"
Cyclisme,2022-07-23 11:20:36,false,"La Roche-sur-Yon Cyclisme","15.20","536","00:59:15","129","157","--","0","0","15.4","39.5","235","197","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:48.51.5","16","28.0","--","--","--","00:59:06","00:59:48","48","100"
En piscine,2022-07-23 10:23:08,false,"En piscine","1,350","313","00:47:11","0","0","--","0","0","1:52","0:53","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","625","79","25","0","--","0:00","25.0","0:00","Non","00:37.79.7","32","26.0","--","--","--","00:25:16","00:47:18","--","--"
Cyclisme,2022-07-23 09:22:48,false,"Dompierre-sur-Yon Cyclisme","15.16","518","00:47:33","134","166","--","0","0","19.1","37.4","226","277","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:43.13.1","16","27.0","--","--","--","00:47:22","00:47:55","20","84"
Course à pied,2022-07-22 19:26:54,false,"Dompierre-sur-Yon Course à pied","0.90","101","00:06:47.8","162","192","--","149","160","7:35","6:12","9","11","0.89","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","06:47.82.4","1","26.0","--","--","--","00:06:47","00:06:47.8","88","99"
Course à pied,2022-07-22 18:48:50,false,"Dompierre-sur-Yon Course à pied","8.25","629","00:37:09","175","191","--","171","178","4:30","3:48","190","173","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:58.81.9","9","29.0","--","--","--","00:37:07","00:37:09","68","112"
Course à pied,2022-07-20 17:15:18,false,"Lanester Course à pied","6.20","455","00:30:41","157","183","--","161","170","4:57","4:07","122","115","1.26","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","01:08.97.7","7","29.0","--","--","--","00:30:39","00:30:41","26","69"
Course à pied,2022-07-12 07:36:36,false,"Lanester Course à pied","4.24","322","00:21:37","158","200","--","148","172","5:06","3:19","26","18","1.31","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","02:51.68.2","5","26.0","--","--","--","00:20:41","00:21:37","1","15"
Course à pied,2022-07-11 08:29:31,false,"Lanester Course à pied","9.62","856","00:48:08","182","202","--","156","172","5:00","3:41","228","243","1.28","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","04:01.63.8","10","25.0","--","--","--","00:46:51","00:48:08","-13","36"
En piscine,2022-07-09 10:33:31,false,"En piscine","1,300","324","00:43:15","0","0","--","0","0","1:46","0:41","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","544","74","24","0","--","0:00","26.0","0:00","Non","00:00.69.1","41","28.0","--","--","--","00:23:01","00:43:26","--","--"
Course à pied,2022-07-08 08:51:17,false,"Lanester Course à pied","6.30","456","00:40:15","138","155","--","145","174","6:23","3:49","58","62","1.08","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","01:27.71.2","7","25.0","--","--","--","00:37:10","00:40:15","34","61"
Course à pied,2022-07-06 17:01:38,false,"Lanester Course à pied","5.38","396","00:25:59","162","177","--","160","164","4:50","3:33","70","84","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","02:09.19.9","6","31.0","--","--","--","00:25:58","00:25:59","-18","21"
Autre,2022-07-03 20:19:49,false,"Lanester Me suivre","4.12","287","00:45:31","107","148","--","0","0","5.4","6.8","51","62","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","45:31.27.4","1","30.0","--","--","--","00:45:14","00:45:31","-5","29"
Cyclisme,2022-07-03 12:17:18,false,"La Baule-Escoublac Cyclisme","8.10","141","00:36:22","87","124","--","0","0","13.4","21.1","28","78","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:31.29.1","9","28.0","--","--","--","00:35:57","00:43:04","-12","8"
Cyclisme,2022-07-03 11:15:38,false,"La Baule-Escoublac Cyclisme","2.97","86","00:14:17","101","128","--","0","0","12.5","17.3","45","16","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","04:20.44.1","3","25.0","--","--","--","00:14:10","00:14:22","55","93"
Course à pied,2022-07-01 19:44:33,false,"Pornichet Course à pied","8.03","596","00:38:06","169","191","--","163","175","4:45","3:32","99","90","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:08.51.3","9","27.0","--","--","--","00:38:02","00:38:06","0","27"
Course à pied,2022-06-27 19:46:53,false,"Lanester Course à pied","1.00","89","00:06:58.7","145","169","--","158","166","6:58","5:42","3","8","0.91","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","06:58.67.4","1","25.0","--","--","--","00:06:58.7","00:06:58.7","14","20"
Course à pied,2022-06-27 19:10:02,false,"Lanester Course à pied","8.01","589","00:36:03","171","194","--","165","173","4:30","4:01","67","60","1.35","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:00.43.9","9","28.0","--","--","--","00:36:02","00:36:03","17","41"
En piscine,2022-06-25 10:20:30,false,"En piscine","1,850","470","01:02:03","0","0","--","0","0","1:49","0:51","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","795","76","24","0","--","0:00","25.0","0:00","Non","00:10.31.7","53","26.0","--","--","--","00:33:28","01:02:08","--","--"
Course à pied,2022-06-23 08:59:36,false,"Lanester Course à pied","9.97","826","01:00:50","152","178","--","141","206","6:06","2:36","249","247","1.16","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","04:58.51.3","10","29.0","--","--","--","00:54:53","01:00:50","26","107"
Course à pied,2022-06-20 19:19:10,false,"Lanester Course à pied","6.69","484","00:33:11","157","179","--","159","170","4:58","4:01","152","161","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","03:28.07.4","7","30.0","--","--","--","00:33:09","00:33:11","-12","25"
Course à pied,2022-06-19 09:36:25,false,"Dompierre-sur-Yon Course à pied","6.66","536","00:32:48","173","186","--","159","166","4:55","4:10","140","126","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","03:54.09.5","7","29.0","--","--","--","00:32:46","00:32:48","70","114"
Course à pied,2022-06-15 19:26:21,false,"Lanester Course à pied","4.44","327","00:21:05","164","181","--","159","166","4:45","4:05","23","31","1.32","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","02:15.65.6","5","30.0","--","--","--","00:21:04","00:21:05","11","33"
Course à pied,2022-06-13 19:28:25,false,"Lanester Course à pied","4.00","274","00:18:18","158","182","--","162","168","4:34","3:41","25","24","1.35","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","04:26.09.7","4","29.0","--","--","--","00:18:17","00:18:18","17","38"
En piscine,2022-06-11 10:40:09,false,"En piscine","1,400","347","00:58:13","0","0","--","0","0","1:54","1:00","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","654","80","25","0","--","0:00","25.0","0:00","Non","00:05.75.8","60","26.0","--","--","--","00:26:36","00:58:18","--","--"
Course à pied,2022-06-10 09:53:58,false,"Lanester Course à pied","4.53","499","00:55:09","138","202","--","63","175","12:11","3:18","21","24","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","03:54.05.4","5","30.0","--","--","--","00:21:14","00:55:09","-11","21"
Course à pied,2022-06-03 09:04:39,false,"Brest Course à pied","21.13","1,611","01:38:45","175","191","--","163","173","4:40","4:04","441","459","1.32","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:36.21.5","22","28.0","--","--","--","01:38:34","01:38:45","16","63"
Course à pied,2022-06-01 09:01:38,false,"Brest Course à pied","4.42","368","00:26:48","154","199","--","126","173","6:04","3:18","32","28","1.38","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","03:35.93.4","5","24.0","--","--","--","00:24:29","00:26:48","52","66"
Course à pied,2022-05-30 17:04:00,false,"Brest Course à pied","1.40","149","00:09:05.9","180","188","--","157","168","6:29","5:11","23","8","0.98","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","02:37.79.6","2","27.0","--","--","--","00:09:05.8","00:09:05.9","38","57"
Course à pied,2022-05-30 16:19:16,false,"Brest Course à pied","10.01","676","00:43:24","168","191","--","162","173","4:20","3:27","98","118","1.43","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:00.91.1","11","27.0","--","--","--","00:43:20","00:43:24","15","44"
Course à pied,2022-05-29 12:42:57,false,"Dompierre-sur-Yon Course à pied","4.50","302","00:20:42","160","190","--","162","175","4:36","3:20","43","40","1.34","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","02:23.42.7","5","27.0","--","--","--","00:20:39","00:20:42","67","88"
Course à pied,2022-05-24 13:43:46,false,"Brest Course à pied","4.16","343","00:24:46","155","183","--","138","176","5:57","3:53","213","197","1.20","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:37.91.7","5","26.0","--","--","--","00:21:34","00:24:46","18","141"
Course à pied,2022-05-24 13:41:07,false,"Course à pied","0.00","18","00:01:30.4","138","146","--","146","158","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","01:30.40.2","1","27.0","--","--","--","00:00:00","00:01:30.4","3","8"
Course à pied,2022-05-23 14:08:28,false,"Brest Course à pied","1.85","156","00:11:07","154","170","--","158","166","6:00","5:26","22","19","1.05","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","05:02.32.2","2","24.0","--","--","--","00:11:07","00:11:07","22","44"
Course à pied,2022-05-23 13:40:08,false,"Brest Course à pied","4.45","340","00:21:44","165","191","--","161","173","4:53","4:09","68","96","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","02:05.93.2","5","27.0","--","--","--","00:21:43","00:21:44","-1","35"
Course à pied,2022-05-18 15:56:31,false,"Brest Course à pied","8.01","530","00:34:53","164","185","--","163","170","4:21","4:00","137","134","1.40","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:00.57.8","9","29.0","--","--","--","00:34:50","00:34:53","7","47"
Course à pied,2022-05-18 09:09:28,false,"Brest Course à pied","6.27","582","01:16:22","121","158","--","69","249","12:11","2:36","116","265","1.19","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","02:53.67.9","7","22.0","--","--","--","00:42:18","01:16:22","16","55"
Course à pied,2022-05-14 11:16:34,false,"Dompierre-sur-Yon Course à pied","6.99","541","00:34:22","170","186","--","164","172","4:55","4:11","94","135","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","04:25.74.7","7","29.0","--","--","--","00:33:41","00:34:22","56","88"
